,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
1564,23690750,Ford,Fiesta,1.4 TDCi Trend,2012,163.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",515.000
1565,23688408,Ford,Focus,1.6 Titanium,2010,170.000 km,Otomatik,Benzin,Sedan,Gri (titanyum),1596 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",689.000
1566,22639918,Ford,Fiesta,1.25 Trend X,2017,45.000 km,Düz,Benzin,Beyaz,Hatchback/5,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",700.000
1567,22289362,Ford,Fiesta,1.1 Trend,2018,675.000 km,Düz,Benzin,Beyaz,Hatchback/5,1084 cc,85 hp,Önden Çekiş,"4,7 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",715.000
1568,23690540,Ford,Focus,1.6 Ti-VCT Style,2012,172.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Yeşil (metalik),1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",699.999
1569,23347008,Ford,Fiesta,1.4 Titanium,2010,247.371 km,Düz,Benzin,Hatchback/5,Füme,1388 cc,96 hp,Önden Çekiş,"5,7 lt",42 lt,"
2 değişen, 10 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",415.000
1570,23344151,Ford,Focus,1.6 TDCi Style,2013,223.000 km,Düz,Dizel,Hatchback/5,Kahverengi,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",780.000
1571,23690595,Ford,Fiesta,1.5 TDCi Trend,2014,105.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",660.000
1572,23687631,Ford,Focus,1.6 Ti-VCT Trend X,2016,124.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
2 değişen, 4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",630.000
1573,23689108,Ford,Focus,1.6 Trend X,2014,81.300 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,699.900
1574,23690363,Ford,Focus,1.6 Ti-VCT Trend X,2017,57.000 km,Düz,Benzin,Sedan,Gri,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Sahibinden,Açıklama,850.000
1575,23690273,Ford,Fusion,1.4 TDCi Comfort ASM,2010,400.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1201 - 1400 cm3,-,-,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Açıklama,Kredi,398.000
1576,23543853,Ford,Focus,1.6 TDCi Collection,2011,242.100 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
2 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",489.500
1577,23543604,Ford,Focus,1.6 TDCi Trend X,2013,152.000 km,Düz,Dizel,Sedan,Gri,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,760.000
1578,23591175,Ford,Focus,1.6 TDCi Style,2012,315.000 km,Düz,Dizel,Sedan,Füme,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,619.750
1579,23542581,Ford,Fusion,1.4 TDCi Collection,2010,230.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1399 cc,68 hp,Önden Çekiş,"4,5 lt",45 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",465.000
1580,23541416,Ford,Focus,1.5 TDCi Trend X,2018,242.000 km,Düz,Dizel,Hatchback/5,Beyaz,1500 cc,120 hp,Önden Çekiş,"3,4 lt",47 lt,"
4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",749.000
1581,23546401,Ford,Focus,1.5 TDCi Trend X,2016,153.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,818.750
1582,23543757,Ford,Fiesta,1.4 TDCi Trend,2012,180.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",449.000
1583,23542329,Ford,Fiesta,1.25 Trend,2013,148.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",605.000
1584,23541739,Ford,Focus,1.6 TDCi Trend X,2016,145.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,737.500
1585,23524587,Ford,Focus,1.5 TDCi Trend X,2018,117.000 km,Düz,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"3,4 lt",47 lt,"
3 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",805.000
1586,22736721,Ford,Fiesta,1.4 TDCi Titanium X,2011,198.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",558.500
1587,23265910,Ford,Focus,1.5 TDCi Trend X,2017,95.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,785.000
1588,22968675,Ford,Focus,1.6 Ti-VCT Trend X,2016,82.000 km,Düz,LPG & Benzin,Beyaz,Hatchback/5,1596 cc,125 hp,Önden Çekiş,"5,9 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",845.000
1589,22861691,Ford,Fiesta,1.4 Titanium X,2011,98.000 km,Düz,Benzin,Hatchback/5,Beyaz,1388 cc,96 hp,Önden Çekiş,"5,7 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,579.000
1590,21641356,Ford,Fiesta,1.5 TDCi Trend,2013,135.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,540.000
1591,23688232,Ford,C-Max,1.5 TDCi Titanium,2018,219.000 km,Otomatik,Dizel,MPV,Lacivert,1499 cc,120 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.100.000
1592,23688062,Ford,Fiesta,1.4 TDCi Trend,2011,112.800 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,625.000
1593,23687943,Ford,Focus,1.6 TDCi Style,2013,179.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",735.000
1594,23687898,Ford,Focus,1.6 TDCi Trend X,2012,168.000 km,Düz,Dizel,Sedan,Mavi (metalik),1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",700.000
1595,23687806,Ford,Focus,1.6 TDCi Trend,2013,234.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",610.000
1596,23687694,Ford,Fiesta,1.6 Ti-VCT Titanium,2015,107.500 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",708.000
1597,23687640,Ford,Fiesta,1.4 TDCi Titanium X,2011,145.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,590.000
1598,23687819,Ford,Focus,1.6 Ti-VCT Titanium,2012,95.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,740.000
1599,23687779,Ford,Focus,1.6 Ti-VCT Style,2015,91.000 km,Yarı Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1596 cc,125 hp,Önden Çekiş,"6,3 lt",55 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",832.000
1600,23687676,Ford,Focus,1.6 TDCi Trend X,2010,304.000 km,Düz,Dizel,Sedan,Gri,1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,500.000
1601,23687466,Ford,Focus,1.6 TDCi Titanium X,2010,192.000 km,Düz,Dizel,Hatchback/5,Siyah,1560 cc,110 hp,Önden Çekiş,"4,5 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",640.000
1602,23687677,Ford,Fiesta,1.4 TDCi Titanium,2010,185.000 km,Düz,Dizel,Hatchback/5,Yeşil,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",465.000
1603,23684729,Ford,Focus,1.6 Ti-VCT Titanium,2016,53.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri (metalik),1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Sahibinden,Açıklama,1.060.000
1604,23684114,Ford,Fiesta,1.4 Titanium,2011,138.600 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,649.000
1605,23686827,Ford,Fiesta,1.4 TDCi Trend,2012,81.500 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",542.000
1606,23687442,Ford,Fiesta,1.6 Titanium,2015,104.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",750.000
1607,22552916,Ford,Focus,1.6 TDCi Trend X,2013,81.000 km,Düz,Dizel,Hatchback/5,Siyah,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,765.000
1608,23686543,Ford,Focus,1.5 Ti-VCT Trend X,2020,53.777 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1497 cc,123 hp,Önden Çekiş,"5,8 lt",52 lt,Belirtilmemiş,Sahibinden,Açıklama,900.000
1609,23686919,Ford,Fiesta,1.25 Trend,2013,89.000 km,Düz,Benzin,Hatchback/3,Gri (Gümüş),1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",570.000
1610,23686406,Ford,Fiesta,1.5 TDCi Trend,2013,213.000 km,Düz,Dizel,Hatchback/5,Gri,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
1 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",580.000
1611,23686913,Ford,Fiesta,1.6 Titanium,2013,52.500 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",747.500
1612,23687141,Ford,Fiesta,1.25 Trend,2014,25.000 km,Düz,Benzin,Hatchback/5,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",650.000
1613,23686716,Ford,Fiesta,1.5 TDCi Titanium X,2018,68.000 km,Düz,Dizel,Hatchback/5,Lacivert,1499 cc,85 hp,Önden Çekiş,"3,6 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",810.000
1614,23686847,Ford,Fiesta,1.5 TDCi Trend X,2015,258.505 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,Belirtilmemiş,Sahibinden,Açıklama,585.000
1615,23686511,Ford,Focus,1.6 TDCi Collection,2011,260.000 km,Düz,Dizel,Hatchback/5,Siyah,1560 cc,110 hp,Önden Çekiş,"4,8 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,600.000
1616,23686747,Ford,Focus,1.6 Ti-VCT Trend X,2012,162.000 km,Yarı Otomatik,LPG & Benzin,Station wagon,Beyaz,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",765.000
1617,23684923,Ford,Fiesta,1.4 TDCi Trend,2012,111.000 km,Düz,Dizel,Hatchback/5,Gri,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
4 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",540.000
1618,23684446,Ford,B-Max,1.6 Titanium,2015,74.000 km,Yarı Otomatik,Benzin,MPV,Beyaz,1596 cc,105 hp,Önden Çekiş,"6,4 lt",48 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",789.000
1619,23339500,Ford,Focus,1.6 Ti-VCT Titanium,2015,124.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Siyah,1596 cc,125 hp,Önden Çekiş,"6,3 lt",55 lt,"
2 değişen, 6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",690.000
1620,23686662,Ford,Focus,1.6 TDCi Trend X,2016,215.300 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,Belirtilmemiş,-,Sahibinden,745.000
1621,23684743,Ford,Focus,1.6 TDCi Titanium,2011,261.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1560 cc,110 hp,Önden Çekiş,"4,5 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,575.000
1622,23268083,Ford,Focus,1.0 GTDi Trend X,2012,121.000 km,Düz,Benzin,Sedan,Gri,999 cc,125 hp,Önden Çekiş,5 lt,55 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",660.000
1623,23684815,Ford,Focus,1.6 Comfort,2011,194.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1596 cc,100 hp,Önden Çekiş,"6,7 lt",55 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",605.000
1624,23685054,Ford,Fiesta,1.5 TDCi Trend,2013,130.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
1 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",550.000
1625,23685327,Ford,Focus,1.5 TDCi Titanium,2018,121.000 km,Otomatik,Dizel,Station wagon,Gri (titanyum),1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.050.000
1626,23684821,Ford,B-Max,1.5 TDCi Trend,2012,196.500 km,Düz,Dizel,MPV,Gri,1498 cc,75 hp,Önden Çekiş,"4,1 lt",48 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",560.000
1627,23684502,Ford,Focus,1.6 TDCi Trend,2012,151.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",650.000
1628,23684615,Ford,Focus,1.6 TDCi Trend X,2015,178.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,"
3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",740.000
1629,19413897,Ford,Focus,1.6 TDCi Trend X,2013,178.999 km,Düz,Dizel,Station wagon,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",715.000
1630,23684464,Ford,Fiesta,1.5 TDCi Titanium X,2013,125.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",655.000
1631,23684345,Ford,Focus,1.6 Ti-VCT Titanium,2015,222.000 km,Düz,Benzin,Hatchback/5,Beyaz,1596 cc,125 hp,Önden Çekiş,"5,9 lt",55 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",780.000
1632,23686166,Ford,Focus,1.6 TDCi Style,2013,342.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",650.000
1633,23540141,Ford,Fiesta,1.4 TDCi Trend,2012,95.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,500.000
1634,23533999,Ford,C-Max,1.6 TDCi Titanium,2013,176.000 km,Düz,Dizel,MPV,Gri (metalik),1560 cc,115 hp,Önden Çekiş,"4,6 lt",53 lt,Belirtilmemiş,Takasa Uygun,Galeriden,645.000
1635,23533817,Ford,Fiesta,1.1 Style,2023,6.001 km,Düz,Benzin,Hatchback/5,Beyaz,1084 cc,75 hp,Önden Çekiş,"5,3 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",780.000
1636,22812996,Ford,Focus,1.6 TDCi Collection,2010,345.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1560 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
2 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",478.800
1637,23533379,Ford,Focus,1.6 TDCi Trend X,2015,235.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,5 lt",53 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",680.000
1638,23532243,Ford,Focus,1.6 TDCi Trend X,2013,180.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",718.000
1639,22847614,Ford,Fiesta,1.5 TDCi Titanium X,2013,150.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
2 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",610.000
1640,22845227,Ford,Focus,1.6 TDCi Style,2012,230.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
2 değişen, 5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",600.000
1641,22513167,Ford,Fiesta,1.5 TDCi Titanium X,2016,61.000 km,Düz,Dizel,Hatchback/5,Beyaz,1498 cc,75 hp,Önden Çekiş,"3,7 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",755.500
1642,23313213,Ford,Focus,1.6 TDCi Comfort,2012,232.000 km,Düz,Dizel,Sedan,Siyah,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
2 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",585.000
1643,22865243,Ford,Focus,1.6 Ti-VCT Style,2014,194.000 km,Düz,LPG & Benzin,Sedan,1596 cc,125 hp,Önden Çekiş,6 lt,55 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",675.000
1644,23683836,Ford,C-Max,1.6 TDCi Titanium X,2013,153.000 km,Düz,Dizel,MPV,Beyaz,1560 cc,115 hp,Önden Çekiş,"4,6 lt",53 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",765.000
1645,23683828,Ford,Fiesta,1.4 TDCi My Fiesta,2011,345.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,Belirtilmemiş,Sahibinden,Açıklama,419.000
1646,23683652,Ford,Focus,1.6 TDCi Trend X,2013,108.600 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",680.000
1647,23683694,Ford,Fiesta,1.25 Trend,2013,79.300 km,Düz,Benzin,Hatchback/3,Beyaz,1242 cc,82 hp,Önden Çekiş,"5,2 lt",42 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",640.000
1648,23683621,Ford,Focus,1.5 TDCi Style,2015,182.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1499 cc,120 hp,Önden Çekiş,"4,2 lt",55 lt,"
2 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",731.000
1649,23683619,Ford,Focus,1.5 TDCi Trend X,2019,159.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,"4,3 lt",47 lt,Belirtilmemiş,Sahibinden,Açıklama,980.000
1650,23683297,Ford,Focus,1.6 TDCi Style,2012,152.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,115 hp,Önden Çekiş,"4,2 lt",53 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",730.000
1651,23683560,Ford,Focus,1.6 TDCi Trend,2013,215.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,"4,2 lt",53 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",595.000
1652,23333032,Ford,Fiesta,1.4 TDCi Trend,2012,170.000 km,Düz,Dizel,Hatchback/5,Beyaz,1398 cc,70 hp,Önden Çekiş,"4,2 lt",45 lt,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",505.000
1653,23683171,Ford,Focus,1.6 Comfort,2011,114.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),Önden Çekiş,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Yakıt,Açıklama,680.000
1654,23683220,Ford,Focus,1.6 Ti-VCT Style Plus,2011,276.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1596 cc,125 hp,Önden Çekiş,"5,9 lt",55 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",715.000
1655,23683062,Ford,Fiesta,1.6 Titanium,2015,83.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1596 cc,105 hp,Önden Çekiş,"5,9 lt",42 lt,Belirtilmemiş,Sahibinden,Açıklama,723.500
