,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
663,23679983,Skoda,SuperB,1.6 TDI Elegance,2012,210.000 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",835.000
664,23679603,Skoda,SuperB,1.6 TDI Elegance,2011,195.000 km,Düz,Dizel,Sedan,Füme,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,"
2 değişen, 5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",810.000
665,23680372,Skoda,Octavia,1.6 TDI Optimal,2016,149.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
1 değişen, 7 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",775.000
666,23680192,Skoda,SuperB,1.6 TDI Prestige,2017,140.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.480.000
667,23244496,Skoda,SuperB,1.6 TDI Prestige,2020,121.000 km,Yarı Otomatik,Dizel,Station wagon,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",66 lt,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.449.750
668,23234546,Skoda,SuperB,1.6 TDI Prestige,2020,107.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,"3,9 lt",66 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.499.750
669,22836391,Skoda,Roomster,1.2 Style,2011,127.000 km,Düz,LPG & Benzin,Beyaz,MPV,1198 cc,70 hp,Önden Çekiş,"6,8 lt",55 lt,"
1 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",455.900
670,23428867,Skoda,SuperB,1.6 TDI Premium,2020,23.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.660.000
671,23679315,Skoda,Rapid,1.4 TDI Style,2015,78.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",800.000
672,23678628,Skoda,Octavia,1.6 TDI Style,2017,110.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,1.100.000
673,23678546,Skoda,Octavia,1.6 TDI Elegance CR,2013,147.200 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",875.000
674,23678116,Skoda,SuperB,1.6 TDI Ambition,2013,189.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,"
1 değişen, 4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",800.000
675,23678284,Skoda,SuperB,1.6 TDI Elegance,2014,148.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,"
1 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",985.000
676,23230550,Skoda,Octavia,1.6 TDI Optimal,2016,245.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,960.000
677,23328639,Skoda,SuperB,1.6 TDI Style,2019,130.000 km,Yarı Otomatik,Dizel,-,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.350.000
678,23676425,Skoda,Octavia,1.0 e-Tec Premium,2020,102.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri (metalik),999 cc,110 hp,Önden Çekiş,"4,3 lt",48 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.137.500
679,23328231,Skoda,SuperB,1.4 TSI Active,2016,119.650 km,Düz,Benzin,Hatchback/5,Yeşil (metalik),1395 cc,125 hp,Önden Çekiş,"5,3 lt",60 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.010.000
680,23676537,Skoda,Fabia,1.0 TSI Style,2021,31.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,"
1 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,Ekspertiz,"
Açıklama
Skoda Fabia 1.0 TSI 2021 Model Premium Paket
(maalesef sistemde 1.0 TSI Premium çıkmadığı için 1.0 Style görünüyor)
Rengi ruhsatta mavi diye yazar fakat servis kodunda Lav Mavisi olarak geçiyor. İlan fotoğrafları akşam güneşinde çekildi ve koyu mavi tonunda. Gündüz ışığında hafif yeşile dönüyor, acayip bir tonu var, görenler bayılıyor.
Araç 31 binde ve günlük kullanılıyor. Biz 21 binde aldık. Çocuğumuz olduğu için bagaj ve iç hacmi yeterli gelmiyor artık. Ama arka koltukları ve diz mesafesi kendi segmentinde en büyüğü sanırım. 
Tam bir şehir içi aracı ama uzun yol da yaptık ve inanılmaz rahat geldi bize. Yüksek hızda herhangi bir ses, sarsılma vs yok. Boyutuna bakmayın oldukça atik ve sağlam. 
Bir üst segmente geçeğimiz için satıyoruz yoksa oldukça memnunuz.
Aracı aldığımızda yeni sayılan bir ekspertiz raporu vardı fakat biz detaylı bir ekspertiz daha yaptırdık. Trameri ufak bir sürtünme/kapı göçmesi yüzünden 28607 TL olarak çıkıyor. Orijinaliyle değişen sol arka kapı ve bir kaç lokal/rötüş boyası mevcut. Ciddi alıcıya resimleri ve hikayesini anlatırız.
Sadece nakit olarak satılıktır. Pazarlık araç başı yapılır, lütfen gelin bir bakın önce. 
Kayıtlı telefon numarasına whatsapptan mesaj atın lütfen.
",850.000
681,23522104,Skoda,SuperB,1.6 TDI Prestige,2017,181.550 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.220.000
682,23553185,Skoda,SuperB,1.5 TSI Prestige,2023,6.032 km,Yarı Otomatik,Benzin,Hatchback/5,Siyah,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",2.059.000
683,23522514,Skoda,Octavia,1.6 TDI Ambition,2017,116.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",924.750
684,23480566,Skoda,Scala,1.6 TDI Premium,2020,93.708 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,"4,1 lt",50 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",977.900
685,23188101,Skoda,SuperB,1.6 TDI Prestige,2020,76.296 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.614.900
686,23391413,Skoda,SuperB,1.6 TDI Comfort,2017,245.000 km,Yarı Otomatik,Dizel,Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
2 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,900.000
687,23673798,Skoda,Octavia,1.6 TDI Style CR,2016,269.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
3 değişen, 1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",780.000
688,23672986,Skoda,Octavia,1.6 TDI Style,2017,90.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.080.000
689,23671999,Skoda,Octavia,1.6 TDI Style CR,2015,223.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",850.000
690,23669951,Skoda,Fabia,1.2 Ambiente,2011,137.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1198 cc,70 hp,Önden Çekiş,"5,5 lt",45 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",515.000
691,23669646,Skoda,Octavia,1.6 TDI Style,2018,120.500 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.275.000
692,23671139,Skoda,Octavia,1.6 TDI Style,2016,216.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",824.000
693,23670855,Skoda,SuperB,1.6 TDI Active,2017,455.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",810.000
694,23669260,Skoda,SuperB,1.6 TDI Style,2017,95.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.155.000
695,23671146,Skoda,SuperB,1.6 TDI Elegance,2011,260.000 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,765.000
696,23669233,Skoda,SuperB,2.0 TDI Prestige,2016,232.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1968 cc,190 hp,Önden Çekiş,"4,5 lt",66 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.250.000
697,23222411,Skoda,SuperB,1.6 TDI Active,2016,224.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",920.000
698,23517565,Skoda,Octavia,1.6 TDI Elegance CR,2014,184.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
5 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",800.000
699,23236520,Skoda,SuperB,1.6 TDI Style,2017,145.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.235.000
700,23669377,Skoda,Rapid,1.2 TSI Spaceback Ambition,2015,135.189 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1197 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",817.000
701,23668533,Skoda,Rapid,1.2 Ambition,2015,183.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1198 cc,75 hp,Önden Çekiş,"6,1 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,500.000
702,23668209,Skoda,Octavia,1.2 TSI Style,2016,77.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,110 hp,Önden Çekiş,"4,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.050.000
703,23668274,Skoda,Octavia,1.6 TDI Ambition,2016,137.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",835.000
704,23667453,Skoda,Roomster,1.4 Panaroma,2012,181.700 km,Düz,LPG & Benzin,MPV,Beyaz,1390 cc,85 hp,Önden Çekiş,"6,4 lt",55 lt,"
6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",575.000
705,23667099,Skoda,Octavia,1.6 TDI Elegance CR,2014,119.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,-,Sahibinden,885.000
706,23667035,Skoda,Rapid,1.2 TSI Spaceback Style,2016,113.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,Belirtilmemiş,Takasa Uygun,Sahibinden,Açıklama,Donanım,865.000
707,23665453,Skoda,Rapid,1.6 TDI Ambition,2015,190.000 km,Düz,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,4 lt",55 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",675.000
708,23585442,Skoda,SuperB,1.6 TDI Prestige,2016,231.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,995.000
709,23585420,Skoda,SuperB,1.6 TDI Prestige,2015,234.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun,Galeriden,1.015.000
710,23579696,Skoda,SuperB,1.6 TDI Prestige,2016,192.000 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.197.000
711,23666643,Skoda,Octavia,1.6 TDI Style CR,2016,109.500 km,Yarı Otomatik,Dizel,Hatchback/5,Bej,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.040.000
712,23664578,Skoda,Rapid,1.4 TDI Spaceback Style,2015,66.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",860.000
713,23665731,Skoda,Fabia,1.2 TSI Style,2016,97.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,110 hp,Önden Çekiş,"4,7 lt",45 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",810.000
714,23666180,Skoda,Octavia,1.5 e-Tec Premium,2021,31.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Siyah,1498 cc,150 hp,Önden Çekiş,"4,7 lt",48 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.335.000
715,23664937,Skoda,Rapid,1.0 TSI GreenTec Style,2018,57.000 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,999 cc,95 hp,Önden Çekiş,"4,6 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,849.000
716,23664613,Skoda,SuperB,1.5 TSI Premium,2019,70.000 km,Yarı Otomatik,Benzin,Hatchback/5,Yeşil (metalik),1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.465.000
717,23661460,Skoda,Octavia,1.6 TDI Optimal,2015,148.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,890.000
718,23664914,Skoda,Octavia,1.2 TSI Optimal,2015,80.000 km,Düz,Benzin,Hatchback/5,Beyaz,1197 cc,105 hp,Önden Çekiş,"4,9 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,920.000
719,23512841,Skoda,Octavia,1.6 TDI Optimal,2019,145.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,"
1 değişen, 1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",980.000
720,23509606,Skoda,SuperB,1.5 TSI Prestige,2021,27.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1498 cc,150 hp,Önden Çekiş,"5,4 lt",66 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.930.000
721,19220509,Skoda,Octavia,1.6 TDI Ambition,2014,240.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,750.000
722,23513800,Skoda,Octavia,1.6 TDI Style,2018,81.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.277.000
723,23512210,Skoda,Octavia,1.6 TDI Elegance CR,2013,292.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,750.000
724,22281536,Skoda,SuperB,1.6 TDI Prestige,2017,180.000 km,Yarı Otomatik,Dizel,Gri (metalik),Hatchback/5,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.372.900
725,23514208,Skoda,Octavia,1.2 TSI Style,2016,158.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,110 hp,Önden Çekiş,"4,9 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",875.000
726,23229615,Skoda,SuperB,1.6 TDI Prestige,2020,84.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.615.000
727,23228123,Skoda,Octavia,1.6 TDI Optimal,2018,102.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,917.000
728,23311914,Skoda,Octavia,1.6 TDI Optimal,2019,68.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,"3,9 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,1.100.000
729,22563648,Skoda,Rapid,1.4 TDI Style,2015,66.500 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",860.000
730,23664606,Skoda,SuperB,2.0 TDI Elegance,2011,265.000 km,Otomatik,Dizel,Sedan,Beyaz,1968 cc,140 hp,Önden Çekiş,"6,8 lt",60 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",765.000
731,23662605,Skoda,SuperB,1.6 TDI Comfort,2010,206.000 km,Düz,Dizel,Sedan,Siyah,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",775.000
732,23661536,Skoda,SuperB,1.6 TDI Prestige,2019,64.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598 cc,120 hp,Önden Çekiş,"4,2 lt",66 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.520.000
733,23658062,Skoda,SuperB,1.6 TDI Prestige,2017,207.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (metalik),1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.250.000
734,23658477,Skoda,Rapid,1.4 TDI Spaceback Style,2015,194.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,"
2 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",580.000
735,23657594,Skoda,Rapid,1.4 TDI Spaceback Style,2015,80.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1422 cc,90 hp,Önden Çekiş,"3,8 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,920.000
736,23660383,Skoda,Octavia,1.6 TDI Elegance,2012,101.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,810.000
737,23300799,Skoda,Citigo,1.0 Ambition,2012,98.900 km,Düz,Benzin,Hatchback/5,Yeşil (metalik),999 cc,60 hp,Önden Çekiş,"4,5 lt",35 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",565.000
738,23660689,Skoda,SuperB,1.6 TDI Elegance,2011,217.000 km,Düz,Dizel,Sedan,Gri (titanyum),1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",790.000
739,23660355,Skoda,Octavia,1.6 TDI Optimal,2015,153.654 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
1 değişen
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",810.000
740,23658398,Skoda,Octavia,1.6 TDI Optimal,2014,235.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"3,9 lt",50 lt,"
5 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",695.000
741,23501977,Skoda,SuperB,1.6 TDI Ambition,2013,168.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,6 lt",60 lt,Belirtilmemiş,Sahibinden,Açıklama,860.000
742,23658031,Skoda,Octavia,1.6 TDI Elegance,2012,143.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,"4,7 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,750.000
743,23659193,Skoda,Octavia,1.6 TDI Style CR,2016,204.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,"3,7 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",865.000
744,23507371,Skoda,SuperB,1.6 TDI Prestige,2016,318.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.150.000
745,23505414,Skoda,SuperB,1.6 TDI Comfort,2012,232.000 km,Düz,Dizel,Sedan,Mor,1598 cc,105 hp,Önden Çekiş,5 lt,60 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",774.950
746,22929955,Skoda,Octavia,1.0 e-Tec Premium,2021,121.000 km,Yarı Otomatik,Hibrit,Sedan,Mavi,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,"
1 değişen, 3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,1.350.000
747,23205198,Skoda,SuperB,1.6 TDI Prestige,2016,151.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,120 hp,Önden Çekiş,"4,1 lt",66 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.500.000
